dataset,poisoning_rate,defense,metric,n,mean,std,sem,ci95_lower,ci95_upper
MalMem,0.1,E4_PoisonShield,poison_removal_rate,3,0.9547024172252692,0.0035314520923651607,0.0020388848161572927,0.9459298039053853,0.963475030545153
MalMem,0.1,E4_PoisonShield,retention,3,0.8829479328519635,0.0007387719375427095,0.00042653017701002474,0.8811127216215308,0.8847831440823962
MalMem,0.2,E1_No_Defense,accuracy,3,0.9211288369399253,0.0010154952625696433,0.0005862964632053733,0.9186062068620723,0.9236514670177783
MalMem,0.2,E1_No_Defense,balanced_accuracy,3,0.8059454011883648,0.0023511403502225747,0.0013574315141035946,0.800104844778759,0.8117859575979706
MalMem,0.2,E1_No_Defense,macro_f1,3,0.8102869172138575,0.00170279045195317,0.0009831065258086873,0.8060569512369522,0.8145168831907628
MalMem,0.2,E1_No_Defense,macro_precision,3,0.815015830100935,0.0012142655255941706,0.0007010565280694768,0.8119994273167283,0.8180322328851418
MalMem,0.2,E1_No_Defense,macro_recall,3,0.8059454011883648,0.0023511403502225747,0.0013574315141035946,0.800104844778759,0.8117859575979706
MalMem,0.2,E1_No_Defense,poison_removal_rate,3,0.0,0.0,0.0,0.0,0.0
MalMem,0.2,E1_No_Defense,retention,3,1.0,0.0,0.0,1.0,1.0
MalMem,0.2,E2_Integrity_Only,accuracy,3,0.9201811193597642,0.0008981583798889542,0.0005185519824038059,0.9179499702571575,0.9224122684623709
MalMem,0.2,E2_Integrity_Only,balanced_accuracy,3,0.80380851693324,0.0022182578528497777,0.0012807117684748206,0.7982980589465896,0.8093189749198904
MalMem,0.2,E2_Integrity_Only,macro_f1,3,0.8037556275651586,0.002197077008924718,0.0012684830025330239,0.7982977857116691,0.8092134694186481
MalMem,0.2,E2_Integrity_Only,macro_precision,3,0.8038363011591789,0.002132691707887228,0.0012313101316471738,0.798538401260079,0.8091342010582788
MalMem,0.2,E2_Integrity_Only,macro_recall,3,0.80380851693324,0.0022182578528497777,0.0012807117684748206,0.7982980589465896,0.8093189749198904
MalMem,0.2,E2_Integrity_Only,poison_removal_rate,3,0.9543669600541639,0.0017603249830738243,0.001016324102838896,0.9499940703787739,0.9587398497295538
MalMem,0.2,E2_Integrity_Only,retention,3,0.7893264005488455,0.0007318604798320957,0.00042253984504030915,0.787508358331155,0.7911444427665361
MalMem,0.2,E3_Anomaly_Only,accuracy,3,0.9138103511820144,0.0014591066667248003,0.0008424156268099411,0.9101857292857369,0.9174349730782918
MalMem,0.2,E3_Anomaly_Only,balanced_accuracy,3,0.7885397240206514,0.0036770166924547936,0.0021229265772035226,0.779405508188189,0.7976739398531139
MalMem,0.2,E3_Anomaly_Only,macro_f1,3,0.792532665154473,0.003416929427443358,0.0019727651247363766,0.7840445419053714,0.8010207884035745
MalMem,0.2,E3_Anomaly_Only,macro_precision,3,0.7968079050239435,0.0035707586291212367,0.0020615784557343254,0.7879376488537855,0.8056781611941015
MalMem,0.2,E3_Anomaly_Only,macro_recall,3,0.7885397240206514,0.0036770166924547936,0.0021229265772035226,0.779405508188189,0.7976739398531139
MalMem,0.2,E3_Anomaly_Only,poison_removal_rate,3,0.08932520875648838,0.002917859870709813,0.0016846271818119173,0.08207684301405518,0.09657357449892157
MalMem,0.2,E3_Anomaly_Only,retention,3,0.9443301016447309,0.0005835561703187389,0.000336916312020791,0.9428804677551175,0.9457797355343442
MalMem,0.2,E4_PoisonShield,accuracy,3,0.9169167588058759,0.0016641373800115322,0.0009607901643181767,0.9127828123826558,0.9210507052290959
MalMem,0.2,E4_PoisonShield,balanced_accuracy,3,0.7959972827647993,0.0040861775129547254,0.0023591556870610065,0.7858466551079623,0.8061479104216364
MalMem,0.2,E4_PoisonShield,macro_f1,3,0.7966715863026601,0.004200222783783262,0.002424999754873666,0.7862376544877111,0.8071055181176091
MalMem,0.2,E4_PoisonShield,macro_precision,3,0.797473712375262,0.004352063698913982,0.0025126651480983863,0.7866625868168501,0.8082848379336739
MalMem,0.2,E4_PoisonShield,macro_recall,3,0.7959972827647993,0.0040861775129547254,0.0023591556870610065,0.7858466551079623,0.8061479104216364
MalMem,0.2,E4_PoisonShield,poison_removal_rate,3,0.9556307831189347,0.001838448373226525,0.0010614286631735637,0.9510638241838967,0.9601977420539727
MalMem,0.2,E4_PoisonShield,retention,3,0.7788279261225153,0.0007451019060931745,0.0004301847860565976,0.7769769903784922,0.7806788618665383
