dataset,poisoning_rate,seed,metric,comparison,poisonshield_value,baseline_value,absolute_difference
MalMem,0.2,42,macro_precision,PoisonShield_vs_No_Defense,0.7978123116176548,0.8164050598253652,-0.018592748207710397
MalMem,0.2,42,macro_precision,PoisonShield_vs_Integrity_Only,0.7978123116176548,0.8029842802584095,-0.005171968640754754
MalMem,0.2,42,macro_precision,PoisonShield_vs_Anomaly_Only,0.7978123116176548,0.7928494847634248,0.004962826854229996
MalMem,0.2,42,macro_recall,PoisonShield_vs_No_Defense,0.7962103900819115,0.8086320797128079,-0.012421689630896404
MalMem,0.2,42,macro_recall,PoisonShield_vs_Integrity_Only,0.7962103900819115,0.8029677669289398,-0.0067573768470282625
MalMem,0.2,42,macro_recall,PoisonShield_vs_Anomaly_Only,0.7962103900819115,0.7861004407109724,0.01010994937093912
MalMem,0.2,42,poison_removal_rate,PoisonShield_vs_No_Defense,0.957345971563981,0.0,0.957345971563981
MalMem,0.2,42,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.957345971563981,0.9561272850372377,0.0012186865267433955
MalMem,0.2,42,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.957345971563981,0.0926201760324983,0.8647257955314828
MalMem,0.2,42,retention,PoisonShield_vs_No_Defense,0.7780967340085576,1.0,-0.2219032659914424
MalMem,0.2,42,retention,PoisonShield_vs_Integrity_Only,0.7780967340085576,0.7885771543086172,-0.010480420300059579
MalMem,0.2,42,retention,PoisonShield_vs_Anomaly_Only,0.7780967340085576,0.9436711260358556,-0.16557439202729796
MalMem,0.2,123,accuracy,PoisonShield_vs_No_Defense,0.9184962881061444,0.9207076291265204,-0.002211341020376012
MalMem,0.2,123,accuracy,PoisonShield_vs_Integrity_Only,0.9184962881061444,0.9211814879166008,-0.002685199810456451
MalMem,0.2,123,accuracy,PoisonShield_vs_Anomaly_Only,0.9184962881061444,0.9154951824356342,0.0030011056705101513
MalMem,0.2,123,balanced_accuracy,PoisonShield_vs_No_Defense,0.7999727366541198,0.8049399669811023,-0.00496723032698243
MalMem,0.2,123,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7999727366541198,0.8063242492973768,-0.006351512643256951
MalMem,0.2,123,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7999727366541198,0.7927689959614118,0.007203740692708016
MalMem,0.2,123,macro_f1,PoisonShield_vs_No_Defense,0.800692992734689,0.8094128804719822,-0.008719887737293264
MalMem,0.2,123,macro_f1,PoisonShield_vs_Integrity_Only,0.800692992734689,0.8062557841329352,-0.005562791398246225
MalMem,0.2,123,macro_f1,PoisonShield_vs_Anomaly_Only,0.800692992734689,0.7961593385470915,0.004533654187597436
MalMem,0.2,123,macro_precision,PoisonShield_vs_No_Defense,0.8016465863289235,0.8141569856852998,-0.012510399356376323
MalMem,0.2,123,macro_precision,PoisonShield_vs_Integrity_Only,0.8016465863289235,0.8062632911720229,-0.004616704843099395
MalMem,0.2,123,macro_precision,PoisonShield_vs_Anomaly_Only,0.8016465863289235,0.7997863643564943,0.001860221972429188
MalMem,0.2,123,macro_recall,PoisonShield_vs_No_Defense,0.7999727366541198,0.8049399669811023,-0.00496723032698243
MalMem,0.2,123,macro_recall,PoisonShield_vs_Integrity_Only,0.7999727366541198,0.8063242492973768,-0.006351512643256951
MalMem,0.2,123,macro_recall,PoisonShield_vs_Anomaly_Only,0.7999727366541198,0.7927689959614118,0.007203740692708016
MalMem,0.2,123,poison_removal_rate,PoisonShield_vs_No_Defense,0.9558564658090724,0.0,0.9558564658090724
MalMem,0.2,123,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9558564658090724,0.954366960054164,0.0014895057549083601
MalMem,0.2,123,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9558564658090724,0.0870683818551117,0.8687880839539607
MalMem,0.2,123,retention,PoisonShield_vs_No_Defense,0.7788008449331094,1.0,-0.22119915506689058
MalMem,0.2,123,retention,PoisonShield_vs_Integrity_Only,0.7788008449331094,0.7893625088013866,-0.010561663868277171
MalMem,0.2,123,retention,PoisonShield_vs_Anomaly_Only,0.7788008449331094,0.9447814548014948,-0.16598060986838536
MalMem,0.2,2026,accuracy,PoisonShield_vs_No_Defense,0.9151792765755804,0.9203917232664666,-0.005212446690886163
MalMem,0.2,2026,accuracy,PoisonShield_vs_Integrity_Only,0.9151792765755804,0.9194440056863056,-0.004264729110725174
MalMem,0.2,2026,accuracy,PoisonShield_vs_Anomaly_Only,0.9151792765755804,0.9129679355552044,0.002211341020376012
MalMem,0.2,2026,balanced_accuracy,PoisonShield_vs_No_Defense,0.7918087215583666,0.8042641568711842,-0.012455435312817675
MalMem,0.2,2026,balanced_accuracy,PoisonShield_vs_Integrity_Only,0.7918087215583666,0.8021335345734035,-0.01032481301503696
MalMem,0.2,2026,balanced_accuracy,PoisonShield_vs_Anomaly_Only,0.7918087215583666,0.78674973538957,0.00505898616879652
MalMem,0.2,2026,macro_f1,PoisonShield_vs_No_Defense,0.7923128862457748,0.8091986355639298,-0.016885749318155008
MalMem,0.2,2026,macro_f1,PoisonShield_vs_Integrity_Only,0.7923128862457748,0.802132641470145,-0.009819755224370175
MalMem,0.2,2026,macro_f1,PoisonShield_vs_Anomaly_Only,0.7923128862457748,0.7920650018173347,0.0002478844284400372
MalMem,0.2,2026,macro_precision,PoisonShield_vs_No_Defense,0.7929622391792079,0.8144854447921406,-0.02152320561293264
MalMem,0.2,2026,macro_precision,PoisonShield_vs_Integrity_Only,0.7929622391792079,0.8022613320471041,-0.009299092867896208
MalMem,0.2,2026,macro_precision,PoisonShield_vs_Anomaly_Only,0.7929622391792079,0.7977878659519112,-0.004825626772703262
MalMem,0.2,2026,macro_recall,PoisonShield_vs_No_Defense,0.7918087215583666,0.8042641568711842,-0.012455435312817675
MalMem,0.2,2026,macro_recall,PoisonShield_vs_Integrity_Only,0.7918087215583666,0.8021335345734035,-0.01032481301503696
MalMem,0.2,2026,macro_recall,PoisonShield_vs_Anomaly_Only,0.7918087215583666,0.78674973538957,0.00505898616879652
MalMem,0.2,2026,poison_removal_rate,PoisonShield_vs_No_Defense,0.9536899119837507,0.0,0.9536899119837507
MalMem,0.2,2026,poison_removal_rate,PoisonShield_vs_Integrity_Only,0.9536899119837507,0.95260663507109,0.0010832769126607467
MalMem,0.2,2026,poison_removal_rate,PoisonShield_vs_Anomaly_Only,0.9536899119837507,0.0882870683818551,0.8654028436018957
MalMem,0.2,2026,retention,PoisonShield_vs_No_Defense,0.7795861994258788,1.0,-0.2204138005741212
MalMem,0.2,2026,retention,PoisonShield_vs_Integrity_Only,0.7795861994258788,0.7900395385365325,-0.010453339110653714
MalMem,0.2,2026,retention,PoisonShield_vs_Anomaly_Only,0.7795861994258788,0.9445377240968424,-0.16495152467096363
